これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「ショートカット一覧表示」は何？,4,cmd + L,shift + L,option + L,shift + ?
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「actionsページへ」は何？,4,cmd + A,option+ A,shift + A,G → A
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「プロジェクトページへ」は何？,1,G → B,cmd + P,option + P,shift + P
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「wiki一覧へ」は何？,1,g → w,cmd + W,option + W,shift + W
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「Reviewers サジェストを開く」は何？,3,cmd + R,option + R,Q,shift + R
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「Assigner サジェストを開く」は何？,2,あ,A,い,う
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「Files changes ページへ」は何？,3,cmd +F,option + F,G → 4,shift + F
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「Review changes ボタンを押す」は何？,1,V,cmd + R,option + R,shift + R
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「コミット一覧表示」は何？,4,あ,い,う,C
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「編集する」は何？,1,E,cmd + E,option + E,shift + E
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「検索フォームにフォーカス」は何？,2,cmd + F,S,option + F,shift + F
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行]「Codeページ（リポジトリトップ）に遷移」は何？,4,あ,い,う,G + C
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](共通操作)「全リポジトリから検索のバーにフォーカス」は何？,3,cmd + F,option F,S,shift + F
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](共通操作)「現在のリポジトリから検索のバーにフォーカス」は何？,3,cmd + F,option + F,/,shift + F
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](共通操作)「ショートカット一覧ウィンドウを出す」は何？,1,?,W,cmd + W,option + W
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](共通操作)「次の要素を選択」は何？,1,J,N,G,F
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](共通操作)「前の要素を選択」は何？,4,P,B,Y,k
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](共通操作)「選択されている要素を開く」は何？,2,cmd + O,O or enter,option + O,shift + O
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](共通操作)「フォーカスを外す / モーダルウィンドウを閉じる」は何？,4,cmd + M,option + M,shift + M,esc
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](共通操作)「notificationページに遷移」は何？,3,cmd + N,option + N,G → N,N
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](コメント/issue作成フォームにて)「コメントのプレビュー/編集モードの切り替え」は何？,3,cmd + shift + E,option + shift + P,cmd + shift +P,option + shift + E
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](コメント/issue作成フォームにて)「コメントやissueの送信ボタン」は何？,4,I,cmd + I,option + I,cmd + enter
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](リポジトリ画面の共通操作にて)「コードビュー画面へ遷移」は何？,1,G→C,cmd + V,option + V,shift + V
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](リポジトリ画面の共通操作にて)「issue一覧へ」は何？,3,option + I,shift + I,G → I,cmd + I
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](リポジトリ画面の共通操作にて)「Pull Request一覧へ」は何？,2,あ,G → P,い,う
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](リポジトリ画面の共通操作にて)「ブランチ/タグを切り替え」は何？,2,あ,W,い,う
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](コードビュー画面にて)「ファイル一覧表示」は何？,1,T,cmd + F,option + F,F
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](コードビュー画面にて)「指定した行へジャンプ」は何？,1,L,J,cmd + J,option + J
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](コードビュー画面にて)「Github上でついたコメントの表示/非表示」は何？,3,cmd + D,D,I,option + D
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](issue画面にて)「新規issueを作成」は何？,4,cmd + I,I,option + I,C
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](issue画面にて)「新規ラベルを作成」は何？,3,cmd + N,N,l,option + N
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](issue画面にて)「コメントフォームへフォーカス / テキストが選択されていればその部分を引用」は何？,2,あ,r,い,う
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](notification画面にて)「既読にする」は何？,2,R,E or Y,cmd + R,option + R
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](notification画面にて)「ミュートする」は何？,4,M,cmd + M,option + M,shift + M
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](Network画面にて)「左へスクロール」は何？,1,H or ←,cmd + ←,option + ←,shift + ←
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](Network画面にて)「左端へスクロール」は何？,1,shift+h or shift +←,cmd + ←,option + ←,cmd + option + ←
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](Network画面にて)「右へスクロール」は何？,3,cmd + →,opiton+ → ,l or →,shift + →
これは【GitHub】のショートカットキーのクイズです。全部で【38問】あります。[改行][改行](Network画面にて)「右端へスクロール」は何？,2,cmd + R,shift +l or shift +→,option + R,shift + R
