これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「別の会話へ移動」は何？,4,あ,い,う,Cmd+K
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ダイレクトメッセージを一覧表示」は何？,4,あ,い,う,Cmd+Shift+K
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「チャンネル一覧」は何？,4,あ,い,う,Cmd+Shift+L
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「新しいメッセージを作成する」は何？,4,あ,い,う,Cmd+N
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「スレッド画面を開く」は何？,4,あ,い,う,Cmd+Shift+T
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「前の未読チャンネルやDMに移動」は何？,4,あ,い,う,Option+Shift+↑
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「次の未読チャンネルやDMに移動」は何？,4,あ,い,う,Option+Shift+↓
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「前に閲覧したチャンネルやDMに移動」は何？,4,あ,い,う,Cmd+[
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「次に閲覧したチャンネルやDMに移動」は何？,4,あ,い,う,Cmd+]
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「環境設定を開く」は何？,4,あ,い,う,Cmd+,
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「チャンネル情報を表示」は何？,4,あ,い,う,Cmd+Shift+I
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「メンション&リアクション」は何？,4,あ,い,う,Cmd+Shift+M
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「メンバー」は何？,4,あ,い,う,Cmd+Shift+E
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ブックマークしたアイテムを開く」は何？,4,あ,い,う,Cmd+Shift+S
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ステータスを設定」は何？,4,あ,い,う,Cmd+Shift+Y
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「現在開いているチャンネルや会話の中で検索する」は何？,4,あ,い,う,Cmd+F
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「前回の検索内容を開く」は何？,4,あ,い,う,Cmd+G
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「全画面表示の切り替え」は何？,4,あ,い,う,^+Cmd+F
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「右サイドバーを折りたたむ/開く」は何？,4,あ,い,う,Cmd+.
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「左サイドバーを折りたたむ/開く」は何？,4,あ,い,う,Cmd+Shift+D
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「全未読画面を開く」は何？,4,あ,い,う,Cmd+Shift+A
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「メッセージを未読にする」は何？,4,あ,い,う,Option+(メッセージをクリック)
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「メッセージ間を移動する」は何？,4,あ,い,う,↑or↓
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「チャンネルの展開と折りたたみ」は何？,4,あ,い,う,←or→
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「前のワークスペースにスイッチ」は何？,4,あ,い,う,Cmd+Shift+[
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「次のワークスペースにスイッチ」は何？,4,あ,い,う,Cmd+Shift+]
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ワークスペースを指定してスイッチ」は何？,4,あ,い,う,Cmd+[チーム番号]
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「現在のチャンネルまたはDM内の全てのメッセージを既読にする」は何？,4,あ,い,う,Esc
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「全てのメッセージを既読にする」は何？,4,あ,い,う,Shift+Esc
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「メッセージを一番古い未読メッセージに設定する」は何？,4,あ,い,う,Option+(メッセージをクリック)
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「自分のメッセージを編集する」は何？,4,あ,い,う,E
これは【Slack】のショートカットキーのクイズです。全部で【問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「絵文字リアクションを追加する」は何？,4,あ,い,う,R
