これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「元に戻す」は何？,4,あ,い,う,Command-Z
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「やり直す」は何？,3,あ,い,Command-Y,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「保存」は何？,2,あ,Command-S,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「すべて選択」は何？,1,Command-A,あ,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「テキストを追加」は何？,3,あ,い,T,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「長方形を追加」は何？,2,あ,R,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「線を追加」は何？,4,あ,い,う,L
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「円を追加」は何？,1,C,あ,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「リンクを追加」は何？,3,あ,い,Command-K,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「空のページを追加」は何？,4,あ,い,う,Command-Return
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「空のページを削除」は何？,4,あ,い,う,Command-Delete
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「ツールバーに移動」は何？,2,あ,Command-F1,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](基本的なショートカットキー)「キャンバスにスキップ」は何？,2,あ,Command-F2,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「選択した素材を削除」は何？,1,Delete,あ,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「素材のグループ化」は何？,3,あ,い,Command-G,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「素材のグループ解除」は何？,1,Command-Shift-G,あ,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「素材のロック」は何？,3,あ,い,Option-Shift-L,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「素材を前面へ移動」は何？,4,あ,い,う,Command-]
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「素材を背面へ移動」は何？,2,あ,Command-[,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「素材を最前面へ移動」は何？,1,Option-Command-],あ,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「素材を最背面へ移動」は何？,4,あ,い,う,Option-Command-[
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](素材のショートカットキー)「素材の整列」は何？,1,Option-Shift-T,あ,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](動画のショートカットキー)「動画を再生/一時停止」は何？,3,あ,い,Space,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](動画のショートカットキー)「動画をミュート/ミュート解除」は何？,2,あ,M,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](動画のショートカットキー)「動画のループ再生」は何？,2,あ,Option-Command-L,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](ズームのショートカットキー)「拡大」は何？,2,あ,Command-+,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](ズームのショートカットキー)「縮小」は何？,3,あ,い,Command--,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](ズームのショートカットキー)「実際のサイズに合わせてズーム」は何？,4,あ,い,う,Command-0
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](ズームのショートカットキー)「全体表示されるようにズーム」は何？,4,あ,い,う,Option-Command-0
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](ズームのショートカットキー)「幅全体に合わせてズーム」は何？,1,Shift-Command-0,あ,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](テキスト編集のショートカットキー)「フォントメニューを開く」は何？,1,Shift-Command-F,あ,い,う
これは【Canva】のショートカットキーのクイズです。全部で【79問】あります。[改行][改行](テキスト編集のショートカットキー)「検索と置換」は何？,3,あ,い,Command-F,う
