これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行]
    [改行]「Search Everywhere（クラス、ファイルなどを全体から検索）」は何？,4,あ,い,う,Shift を2回押す
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行]
    [改行]「Call Hierarchy（呼び出し階層を開く）」は何？,4,あ,い,う,Control + Option + H
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行]
    [改行]「Find Usages（使用箇所を探す）」は何？,4,あ,い,う,Option + F7
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行]
    [改行]「File Structure（ファイルの構造を表示）」は何？,4,あ,い,う,Command + F12
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行]
    [改行]「Find in Path（パスの中から検索）」は何？,4,あ,い,う,Command + Shift + F
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行]
    [改行]「Delete Line（行を削除）」は何？,4,あ,い,う,Command + Backspace
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「選択範囲を拡大」は何？,4,あ,い,う,Option + Up
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「選択範囲を縮小」は何？,4,あ,い,う,Option + Down
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行]
    [改行]「Extract Variable（変数として抽出）」は何？,4,あ,い,う,Command + Option + V
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「Rename（リネーム）」は何？,4,あ,い,う,Shift + F6
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行]
    [改行]「Next Highlited Error（次のエラー）」は何？,4,あ,い,う,F2
これは【Android Studio】のショートカットキーのクイズです。全部で【12問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「Previous Highlited Error（前のエラー）」は何？,4,あ,い,う,Shift + F2
