これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行の切り取り (未選択時)」は何？,4,あ,い,う,⌘X
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行のコピー (未選択時)」は何？,4,あ,い,う,⌘C
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行削除」は何？,4,あ,い,う,⇧⌘K
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「下に行追加」は何？,4,あ,い,う,⌘Enter
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「上に行追加」は何？,4,あ,い,う,⇧⌘Enter
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行を下に移動」は何？,4,あ,い,う,⌥↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行を上に移動」は何？,4,あ,い,う,⌥↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行を下にコピー」は何？,4,あ,い,う,⇧⌥↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル行を上にコピー」は何？,4,あ,い,う,⇧⌥↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「次のマッチを選択に追加」は何？,4,あ,い,う,⌘D
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「次のマッチに移動」は何？,4,あ,い,う,⌘K ⌘D
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソル動作のUndo」は何？,4,あ,い,う,⌘U
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「選択部分の全マッチを選択」は何？,4,あ,い,う,⇧⌘L
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「選択ワードの全マッチを選択」は何？,4,あ,い,う,⌘F2
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソルを下に追加」は何？,4,あ,い,う,⌥⌘↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「カーソルを上に追加」は何？,4,あ,い,う,⌥⌘↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「対応する括弧に移動」は何？,4,あ,い,う,⌘⌘]
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行にインデントを追加」は何？,4,あ,い,う,⌘]
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行のインデントを削除」は何？,4,あ,い,う,⌘[
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行の先頭に移動」は何？,4,あ,い,う,Home
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行の末尾に移動」は何？,4,あ,い,う,End
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「ファイルの末尾に移動」は何？,4,あ,い,う,⌘↓
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「ファイルの先頭に移動」は何？,4,あ,い,う,⌘↑
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行コメント記号を追加」は何？,4,あ,い,う,⌘K ⌘C
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行コメント記号を削除」は何？,4,あ,い,う,⌘K ⌘U
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「行コメント記号をトグル」は何？,4,あ,い,う,⌘/
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「ブロックコメント記号をトグル」は何？,4,あ,い,う,⇧⌥A
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「検索」は何？,4,あ,い,う,⌘F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「置換」は何？,4,あ,い,う,⌥⌘F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「次を検索」は何？,4,あ,い,う,⌘G
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「前を検索」は何？,4,あ,い,う,⇧⌘G
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](基本操作)「タブでフォーカス切り替えモードをトグル」は何？,4,あ,い,う,^⌘M
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「サジェストを表示」は何？,4,あ,い,う,^Space
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「パラメーターヒントを表示」は何？,4,あ,い,う,⇧⌘Space
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「コードをフォーマット」は何？,4,あ,い,う,⇧⌥F
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「選択部分の定義に移動」は何？,4,あ,い,う,F12
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「選択部分の定義をプレビュー」は何？,4,あ,い,う,⌥F12
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「クイックフィックス」は何？,4,あ,い,う,⌘.
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「リファレンスを表示」は何？,4,あ,い,う,⇧F12
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「シンボルをリネーム」は何？,4,あ,い,う,F2
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「次の値で置換」は何？,4,あ,い,う,⇧⌘.
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「前の値で置換」は何？,4,あ,い,う,⇧⌘,
これは【VSCode】のショートカットキーのクイズです。全部で【105問】あります。[改行][改行](リッチな言語エディット)「ASTセレクトを広げる」は何？,4,あ,い,う,^⇧⌘→
